,audio_filename,filename,id,session_id,session_number,gender_marker,performing_id,utterance_id,utterance_gender,start,end,channels,Anger,Happiness,Sadness,Neutral state
10,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F026.wav,Ses05F_script03_1_F026,IEMOCAP_18,Ses05,5,F,script03_1,26,F,0,5.070022675736961,,0,1,0,0
11,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M015.wav,Ses05F_script03_1_M015,IEMOCAP_19,Ses05,5,F,script03_1,15,M,0,1.519954648526077,,0,1,0,0
12,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M019.wav,Ses05F_script03_1_M019,IEMOCAP_20,Ses05,5,F,script03_1,19,M,0,6.109977324263038,,0,1,0,0
13,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F007.wav,Ses05F_script03_1_F007,IEMOCAP_22,Ses05,5,F,script03_1,7,F,0,2.7699773242630386,,0,1,0,0
14,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M031.wav,Ses05F_script03_1_M031,IEMOCAP_23,Ses05,5,F,script03_1,31,M,0,2.959954648526077,,0,1,0,0
15,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F030.wav,Ses05F_script03_1_F030,IEMOCAP_24,Ses05,5,F,script03_1,30,F,0,6.409977324263038,,0,1,0,0
16,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F033.wav,Ses05F_script03_1_F033,IEMOCAP_25,Ses05,5,F,script03_1,33,F,0,1.7346938775510203,,0,0,0,1
17,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M033.wav,Ses05F_script03_1_M033,IEMOCAP_26,Ses05,5,F,script03_1,33,M,0,8.009977324263039,,0,1,0,0
18,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M030.wav,Ses05F_script03_1_M030,IEMOCAP_28,Ses05,5,F,script03_1,30,M,0,2.1500226757369614,,0,0,0,1
19,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M024.wav,Ses05F_script03_1_M024,IEMOCAP_31,Ses05,5,F,script03_1,24,M,0,4.159954648526077,,0,1,0,0
20,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F015.wav,Ses05F_script03_1_F015,IEMOCAP_32,Ses05,5,F,script03_1,15,F,0,5.109977324263038,,0,0,0,1
21,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F006.wav,Ses05F_script03_1_F006,IEMOCAP_35,Ses05,5,F,script03_1,6,F,0,2.0099773242630388,,0,1,0,0
22,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M011.wav,Ses05F_script03_1_M011,IEMOCAP_36,Ses05,5,F,script03_1,11,M,0,8.219954648526077,,0,1,0,0
23,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M005.wav,Ses05F_script03_1_M005,IEMOCAP_37,Ses05,5,F,script03_1,5,M,0,7.699954648526077,,0,1,0,0
24,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M004.wav,Ses05F_script03_1_M004,IEMOCAP_38,Ses05,5,F,script03_1,4,M,0,2.119954648526077,,0,1,0,0
25,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M029.wav,Ses05F_script03_1_M029,IEMOCAP_39,Ses05,5,F,script03_1,29,M,0,4.129977324263039,,0,1,0,0
26,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M032.wav,Ses05F_script03_1_M032,IEMOCAP_40,Ses05,5,F,script03_1,32,M,0,2.7099773242630385,,0,1,0,0
27,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M016.wav,Ses05F_script03_1_M016,IEMOCAP_41,Ses05,5,F,script03_1,16,M,0,4.070022675736961,,0,1,0,0
28,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F025.wav,Ses05F_script03_1_F025,IEMOCAP_42,Ses05,5,F,script03_1,25,F,0,6.109977324263038,,0,1,0,0
29,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M002.wav,Ses05F_script03_1_M002,IEMOCAP_44,Ses05,5,F,script03_1,2,M,0,1.8299773242630386,,0,1,0,0
30,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M008.wav,Ses05F_script03_1_M008,IEMOCAP_46,Ses05,5,F,script03_1,8,M,0,6.2,,0,1,0,0
31,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F010.wav,Ses05F_script03_1_F010,IEMOCAP_50,Ses05,5,F,script03_1,10,F,0,3.1099773242630384,,0,0,0,1
32,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M027.wav,Ses05F_script03_1_M027,IEMOCAP_51,Ses05,5,F,script03_1,27,M,0,1.959954648526077,,0,1,0,0
33,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F013.wav,Ses05F_script03_1_F013,IEMOCAP_54,Ses05,5,F,script03_1,13,F,0,1.4900226757369615,,0,0,0,1
34,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M000.wav,Ses05F_script03_1_M000,IEMOCAP_56,Ses05,5,F,script03_1,0,M,0,2.34,,0,1,0,0
35,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M017.wav,Ses05F_script03_1_M017,IEMOCAP_57,Ses05,5,F,script03_1,17,M,0,2.4900226757369612,,0,1,0,0
36,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M021.wav,Ses05F_script03_1_M021,IEMOCAP_58,Ses05,5,F,script03_1,21,M,0,8.98,,0,1,0,0
37,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M025.wav,Ses05F_script03_1_M025,IEMOCAP_59,Ses05,5,F,script03_1,25,M,0,4.889977324263039,,0,1,0,0
38,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M003.wav,Ses05F_script03_1_M003,IEMOCAP_62,Ses05,5,F,script03_1,3,M,0,3.2300226757369614,,0,1,0,0
39,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M007.wav,Ses05F_script03_1_M007,IEMOCAP_63,Ses05,5,F,script03_1,7,M,0,2.0900226757369613,,0,1,0,0
40,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F019.wav,Ses05F_script03_1_F019,IEMOCAP_64,Ses05,5,F,script03_1,19,F,0,3.46,,0,0,0,1
41,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M001.wav,Ses05F_script03_1_M001,IEMOCAP_65,Ses05,5,F,script03_1,1,M,0,2.0900226757369613,,0,1,0,0
42,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M014.wav,Ses05F_script03_1_M014,IEMOCAP_66,Ses05,5,F,script03_1,14,M,0,3.8299773242630386,,0,1,0,0
43,IEMOCAP/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M022.wav,Ses05F_script03_1_M022,IEMOCAP_67,Ses05,5,F,script03_1,22,M,0,6.699954648526077,,0,1,0,0
44,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M001.wav,Ses05M_script03_1_M001,IEMOCAP_68,Ses05,5,M,script03_1,1,M,0,1.794467120181406,,0,1,0,0
45,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M018.wav,Ses05M_script03_1_M018,IEMOCAP_72,Ses05,5,M,script03_1,18,M,0,3.6899773242630385,,0,1,0,0
46,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F017.wav,Ses05M_script03_1_F017,IEMOCAP_73,Ses05,5,M,script03_1,17,F,0,4.039954648526077,,0,0,0,1
47,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M027.wav,Ses05M_script03_1_M027,IEMOCAP_74,Ses05,5,M,script03_1,27,M,0,2.4300226757369616,,0,1,0,0
48,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M033.wav,Ses05M_script03_1_M033,IEMOCAP_75,Ses05,5,M,script03_1,33,M,0,2.519954648526077,,0,1,0,0
49,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F013.wav,Ses05M_script03_1_F013,IEMOCAP_76,Ses05,5,M,script03_1,13,F,0,2.9700226757369617,,0,0,0,1
50,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F024.wav,Ses05M_script03_1_F024,IEMOCAP_77,Ses05,5,M,script03_1,24,F,0,6.1,,0,1,0,0
51,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F004.wav,Ses05M_script03_1_F004,IEMOCAP_79,Ses05,5,M,script03_1,4,F,0,2.779954648526077,,0,1,0,0
52,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F005.wav,Ses05M_script03_1_F005,IEMOCAP_80,Ses05,5,M,script03_1,5,F,0,2.66,,0,1,0,0
53,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M000.wav,Ses05M_script03_1_M000,IEMOCAP_83,Ses05,5,M,script03_1,0,M,0,2.395283446712018,,0,1,0,0
54,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M016.wav,Ses05M_script03_1_M016,IEMOCAP_84,Ses05,5,M,script03_1,16,M,0,3.2899773242630386,,0,1,0,0
55,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M032.wav,Ses05M_script03_1_M032,IEMOCAP_85,Ses05,5,M,script03_1,32,M,0,3.18,,0,1,0,0
56,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M025.wav,Ses05M_script03_1_M025,IEMOCAP_90,Ses05,5,M,script03_1,25,M,0,5.430022675736962,,0,1,0,0
57,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M006.wav,Ses05M_script03_1_M006,IEMOCAP_91,Ses05,5,M,script03_1,6,M,0,2.939954648526077,,0,1,0,0
58,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M028.wav,Ses05M_script03_1_M028,IEMOCAP_92,Ses05,5,M,script03_1,28,M,0,2.4699773242630387,,0,1,0,0
59,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M015.wav,Ses05M_script03_1_M015,IEMOCAP_93,Ses05,5,M,script03_1,15,M,0,7.267755102040816,,0,1,0,0
60,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F003.wav,Ses05M_script03_1_F003,IEMOCAP_94,Ses05,5,M,script03_1,3,F,0,2.28,,0,1,0,0
61,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F026.wav,Ses05M_script03_1_F026,IEMOCAP_95,Ses05,5,M,script03_1,26,F,0,4.930022675736962,,0,1,0,0
62,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M007.wav,Ses05M_script03_1_M007,IEMOCAP_96,Ses05,5,M,script03_1,7,M,0,2.46,,0,1,0,0
63,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M026.wav,Ses05M_script03_1_M026,IEMOCAP_97,Ses05,5,M,script03_1,26,M,0,4.259954648526077,,0,1,0,0
64,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M020.wav,Ses05M_script03_1_M020,IEMOCAP_100,Ses05,5,M,script03_1,20,M,0,3.0,,0,1,0,0
65,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F015.wav,Ses05M_script03_1_F015,IEMOCAP_101,Ses05,5,M,script03_1,15,F,0,3.6999546485260772,,0,0,0,1
66,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M021.wav,Ses05M_script03_1_M021,IEMOCAP_102,Ses05,5,M,script03_1,21,M,0,6.6,,0,1,0,0
67,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F020.wav,Ses05M_script03_1_F020,IEMOCAP_103,Ses05,5,M,script03_1,20,F,0,2.839954648526077,,0,0,0,1
68,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M003.wav,Ses05M_script03_1_M003,IEMOCAP_105,Ses05,5,M,script03_1,3,M,0,3.0500226757369613,,0,0,0,1
69,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M014.wav,Ses05M_script03_1_M014,IEMOCAP_106,Ses05,5,M,script03_1,14,M,0,11.302222222222222,,0,1,0,0
70,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M030.wav,Ses05M_script03_1_M030,IEMOCAP_107,Ses05,5,M,script03_1,30,M,0,5.349977324263039,,0,1,0,0
71,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F011.wav,Ses05M_script03_1_F011,IEMOCAP_108,Ses05,5,M,script03_1,11,F,0,2.959954648526077,,0,0,0,1
72,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F031.wav,Ses05M_script03_1_F031,IEMOCAP_109,Ses05,5,M,script03_1,31,F,0,1.9838548752834466,,0,0,0,1
73,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M010.wav,Ses05M_script03_1_M010,IEMOCAP_110,Ses05,5,M,script03_1,10,M,0,2.2099773242630385,,0,1,0,0
74,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M005.wav,Ses05M_script03_1_M005,IEMOCAP_112,Ses05,5,M,script03_1,5,M,0,8.629977324263038,,0,1,0,0
75,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F002.wav,Ses05M_script03_1_F002,IEMOCAP_113,Ses05,5,M,script03_1,2,F,0,2.3700226757369616,,0,1,0,0
76,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M009.wav,Ses05M_script03_1_M009,IEMOCAP_118,Ses05,5,M,script03_1,9,M,0,3.92,,0,1,0,0
77,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M029.wav,Ses05M_script03_1_M029,IEMOCAP_119,Ses05,5,M,script03_1,29,M,0,6.899954648526077,,0,1,0,0
78,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M004.wav,Ses05M_script03_1_M004,IEMOCAP_121,Ses05,5,M,script03_1,4,M,0,2.1500226757369614,,0,1,0,0
79,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M012.wav,Ses05M_script03_1_M012,IEMOCAP_122,Ses05,5,M,script03_1,12,M,0,10.66,,0,1,0,0
80,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M022.wav,Ses05M_script03_1_M022,IEMOCAP_123,Ses05,5,M,script03_1,22,M,0,17.388390022675736,,0,1,0,0
81,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F001.wav,Ses05M_script03_1_F001,IEMOCAP_124,Ses05,5,M,script03_1,1,F,0,3.419954648526077,,0,1,0,0
82,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M023.wav,Ses05M_script03_1_M023,IEMOCAP_125,Ses05,5,M,script03_1,23,M,0,6.561587301587301,,0,1,0,0
83,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M024.wav,Ses05M_script03_1_M024,IEMOCAP_127,Ses05,5,M,script03_1,24,M,0,12.579954648526076,,0,1,0,0
84,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M008.wav,Ses05M_script03_1_M008,IEMOCAP_128,Ses05,5,M,script03_1,8,M,0,4.6,,0,1,0,0
85,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M031.wav,Ses05M_script03_1_M031,IEMOCAP_129,Ses05,5,M,script03_1,31,M,0,2.6999546485260772,,0,1,0,0
86,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M011.wav,Ses05M_script03_1_M011,IEMOCAP_131,Ses05,5,M,script03_1,11,M,0,3.4699773242630387,,0,1,0,0
87,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M013.wav,Ses05M_script03_1_M013,IEMOCAP_132,Ses05,5,M,script03_1,13,M,0,3.7599546485260773,,0,1,0,0
88,IEMOCAP/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F012.wav,Ses05M_script03_1_F012,IEMOCAP_133,Ses05,5,M,script03_1,12,F,0,1.9499773242630385,,0,0,0,1
89,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M025.wav,Ses05F_impro02_M025,IEMOCAP_136,Ses05,5,F,impro02,25,M,0,1.98,,0,0,1,0
90,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M031.wav,Ses05F_impro02_M031,IEMOCAP_139,Ses05,5,F,impro02,31,M,0,2.0908843537414965,,0,0,1,0
91,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M040.wav,Ses05F_impro02_M040,IEMOCAP_140,Ses05,5,F,impro02,40,M,0,8.469977324263038,,0,0,1,0
92,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M034.wav,Ses05F_impro02_M034,IEMOCAP_142,Ses05,5,F,impro02,34,M,0,6.259954648526077,,0,0,1,0
93,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M000.wav,Ses05F_impro02_M000,IEMOCAP_143,Ses05,5,F,impro02,0,M,0,2.8282086167800453,,0,0,0,1
94,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M035.wav,Ses05F_impro02_M035,IEMOCAP_144,Ses05,5,F,impro02,35,M,0,2.1299773242630384,,0,0,1,0
95,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F004.wav,Ses05F_impro02_F004,IEMOCAP_145,Ses05,5,F,impro02,4,F,0,2.30140589569161,,0,0,1,0
96,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M001.wav,Ses05F_impro02_M001,IEMOCAP_147,Ses05,5,F,impro02,1,M,0,2.68,,0,0,0,1
97,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F008.wav,Ses05F_impro02_F008,IEMOCAP_148,Ses05,5,F,impro02,8,F,0,2.68,,0,0,1,0
98,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M029.wav,Ses05F_impro02_M029,IEMOCAP_151,Ses05,5,F,impro02,29,M,0,6.819954648526077,,0,0,1,0
99,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F035.wav,Ses05F_impro02_F035,IEMOCAP_153,Ses05,5,F,impro02,35,F,0,4.2,,0,0,1,0
100,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M005.wav,Ses05F_impro02_M005,IEMOCAP_155,Ses05,5,F,impro02,5,M,0,3.079954648526077,,1,0,0,0
101,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M010.wav,Ses05F_impro02_M010,IEMOCAP_156,Ses05,5,F,impro02,10,M,0,2.98,,1,0,0,0
102,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F016.wav,Ses05F_impro02_F016,IEMOCAP_157,Ses05,5,F,impro02,16,F,0,5.050022675736962,,0,0,0,1
103,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M017.wav,Ses05F_impro02_M017,IEMOCAP_158,Ses05,5,F,impro02,17,M,0,4.469977324263039,,1,0,0,0
104,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M012.wav,Ses05F_impro02_M012,IEMOCAP_160,Ses05,5,F,impro02,12,M,0,2.4900226757369612,,0,0,1,0
105,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F028.wav,Ses05F_impro02_F028,IEMOCAP_161,Ses05,5,F,impro02,28,F,0,1.8500226757369616,,0,0,1,0
106,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M033.wav,Ses05F_impro02_M033,IEMOCAP_162,Ses05,5,F,impro02,33,M,0,9.330022675736961,,0,0,1,0
107,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M041.wav,Ses05F_impro02_M041,IEMOCAP_163,Ses05,5,F,impro02,41,M,0,2.3168253968253967,,0,0,1,0
108,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F029.wav,Ses05F_impro02_F029,IEMOCAP_164,Ses05,5,F,impro02,29,F,0,10.479954648526077,,0,0,1,0
109,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M014.wav,Ses05F_impro02_M014,IEMOCAP_165,Ses05,5,F,impro02,14,M,0,4.213696145124716,,1,0,0,0
110,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F010.wav,Ses05F_impro02_F010,IEMOCAP_166,Ses05,5,F,impro02,10,F,0,10.959954648526077,,0,0,1,0
111,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M036.wav,Ses05F_impro02_M036,IEMOCAP_167,Ses05,5,F,impro02,36,M,0,6.579954648526077,,0,0,1,0
112,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F009.wav,Ses05F_impro02_F009,IEMOCAP_168,Ses05,5,F,impro02,9,F,0,4.159954648526077,,0,0,1,0
113,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F036.wav,Ses05F_impro02_F036,IEMOCAP_169,Ses05,5,F,impro02,36,F,0,1.74,,0,0,1,0
114,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M020.wav,Ses05F_impro02_M020,IEMOCAP_170,Ses05,5,F,impro02,20,M,0,4.150022675736961,,1,0,0,0
115,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M026.wav,Ses05F_impro02_M026,IEMOCAP_171,Ses05,5,F,impro02,26,M,0,10.879954648526077,,0,0,1,0
116,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M015.wav,Ses05F_impro02_M015,IEMOCAP_173,Ses05,5,F,impro02,15,M,0,7.46,,1,0,0,0
117,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F015.wav,Ses05F_impro02_F015,IEMOCAP_174,Ses05,5,F,impro02,15,F,0,3.66,,0,0,1,0
118,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F038.wav,Ses05F_impro02_F038,IEMOCAP_175,Ses05,5,F,impro02,38,F,0,8.134149659863946,,0,0,1,0
119,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M021.wav,Ses05F_impro02_M021,IEMOCAP_176,Ses05,5,F,impro02,21,M,0,2.8299773242630386,,1,0,0,0
120,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M037.wav,Ses05F_impro02_M037,IEMOCAP_178,Ses05,5,F,impro02,37,M,0,6.7300226757369614,,0,0,1,0
121,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F001.wav,Ses05F_impro02_F001,IEMOCAP_180,Ses05,5,F,impro02,1,F,0,2.18,,0,0,1,0
122,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F012.wav,Ses05F_impro02_F012,IEMOCAP_181,Ses05,5,F,impro02,12,F,0,4.970022675736962,,0,0,1,0
123,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F023.wav,Ses05F_impro02_F023,IEMOCAP_183,Ses05,5,F,impro02,23,F,0,5.879954648526077,,0,0,1,0
124,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M018.wav,Ses05F_impro02_M018,IEMOCAP_186,Ses05,5,F,impro02,18,M,0,4.28,,1,0,0,0
125,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M003.wav,Ses05F_impro02_M003,IEMOCAP_187,Ses05,5,F,impro02,3,M,0,1.699954648526077,,0,0,0,1
126,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M009.wav,Ses05F_impro02_M009,IEMOCAP_188,Ses05,5,F,impro02,9,M,0,4.5199546485260775,,1,0,0,0
127,IEMOCAP/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M024.wav,Ses05F_impro02_M024,IEMOCAP_189,Ses05,5,F,impro02,24,M,0,3.4699773242630387,,0,0,1,0
